tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight
CB10-8a		CB10-8																	This study	LP-NOMAG			
CB11-2a	CB11-2a_LP-DIR-T	CB11-2		mt	295.7	65.1	2.0	9.0	100.0	0.0	3.2	859.0	813.0	K		hargrave 2021-11-18 16:28:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB11-2a	CB11-2a_LP-DIR-T	CB11-2		lt	8.8	46.7	2.0	4.0	100.0	21.1	1.5	573.0	273.0	K		hargrave 2021-11-18 16:28:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB11-2a	CB11-2a_LP-DIR-T	CB11-2		mt	272.5	66.8	2.0	9.0	0.0	0.0	3.2	859.0	813.0	K		hargrave 2021-11-18 16:28:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB11-2a	CB11-2a_LP-DIR-T	CB11-2		lt	9.8	57.1	2.0	4.0	0.0	21.1	1.5	573.0	273.0	K		hargrave 2021-11-18 16:28:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB11-2a	CB11-2a_LP-DIR-T	CB11-2		mt	217.5	52.1	2.0	9.0	-1.0	0.0	3.2	859.0	813.0	K		hargrave 2021-11-18 16:28:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB11-2a		CB11-2																	This study	LP-NOMAG			
CB11-2a	CB11-2a_LP-DIR-T	CB11-2		lt	324.1	79.6	2.0	4.0	-1.0	21.1	1.5	573.0	273.0	K		hargrave 2021-11-18 16:28:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB11-4a	CB11-4a_LP-DIR-T	CB11-4		mt	184.2	26.5	2.0	9.0	-1.0	0.0	5.5	859.0	813.0	K		hargrave 2021-11-18 16:30:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB11-4a	CB11-4a_LP-DIR-T	CB11-4		lt	2.7	45.8	2.0	4.0	100.0	24.7	4.4	573.0	273.0	K		hargrave 2021-11-18 16:30:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB11-4a	CB11-4a_LP-DIR-T	CB11-4		lt	225.5	52.2	2.0	4.0	-1.0	24.7	4.4	573.0	273.0	K		hargrave 2021-11-18 16:30:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB11-4a		CB11-4																	This study	LP-NOMAG			
CB11-4a	CB11-4a_LP-DIR-T	CB11-4		mt	297.7	77.1	2.0	9.0	100.0	0.0	5.5	859.0	813.0	K		hargrave 2021-11-18 16:30:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB11-4a	CB11-4a_LP-DIR-T	CB11-4		lt	2.1	56.2	2.0	4.0	0.0	24.7	4.4	573.0	273.0	K		hargrave 2021-11-18 16:30:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB11-4a	CB11-4a_LP-DIR-T	CB11-4		mt	250.9	77.0	2.0	9.0	0.0	0.0	5.5	859.0	813.0	K		hargrave 2021-11-18 16:30:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB11-5a	CB11-5a_LP-DIR-T	CB11-5		lt	170.7	0.1	2.0	3.0	-1.0	21.3	2.4	473.0	273.0	K		hargrave 2021-11-18 16:31:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB11-5a	CB11-5a_LP-DIR-T	CB11-5		mt	185.1	41.6	2.0	11.0	-1.0	0.0	3.7	859.0	793.0	K		hargrave 2021-11-18 16:31:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB11-5a	CB11-5a_LP-DIR-T	CB11-5		lt	42.3	66.3	2.0	3.0	0.0	21.3	2.4	473.0	273.0	K		hargrave 2021-11-18 16:31:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB11-5a	CB11-5a_LP-DIR-T	CB11-5		mt	234.9	70.0	2.0	11.0	0.0	0.0	3.7	859.0	793.0	K		hargrave 2021-11-18 16:31:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB11-5a	CB11-5a_LP-DIR-T	CB11-5		mt	264.8	74.5	2.0	11.0	100.0	0.0	3.7	859.0	793.0	K		hargrave 2021-11-18 16:31:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB11-5a	CB11-5a_LP-DIR-T	CB11-5		lt	31.8	57.5	2.0	3.0	100.0	21.3	2.4	473.0	273.0	K		hargrave 2021-11-18 16:31:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB11-5a		CB11-5																	This study	LP-NOMAG			
CB11-6a		CB11-6																	This study	LP-NOMAG			
CB11-6a	CB11-6a_LP-DIR-T	CB11-6		mt	268.7	71.9	2.0	8.0	100.0	0.0	2.0	859.0	823.0	K		hargrave 2021-11-18 16:33:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB11-6a	CB11-6a_LP-DIR-T	CB11-6		lt	130.5	42.1	2.0	4.0	-1.0	32.0	4.2	573.0	273.0	K		hargrave 2021-11-18 16:33:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB11-6a	CB11-6a_LP-DIR-T	CB11-6		mt	213.5	65.9	2.0	8.0	-1.0	0.0	2.0	859.0	823.0	K		hargrave 2021-11-18 16:33:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB11-6a	CB11-6a_LP-DIR-T	CB11-6		lt	5.7	55.6	2.0	4.0	0.0	32.0	4.2	573.0	273.0	K		hargrave 2021-11-18 16:33:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB11-6a	CB11-6a_LP-DIR-T	CB11-6		mt	241.4	68.3	2.0	8.0	0.0	0.0	2.0	859.0	823.0	K		hargrave 2021-11-18 16:33:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB11-6a	CB11-6a_LP-DIR-T	CB11-6		lt	5.5	45.2	2.0	4.0	100.0	32.0	4.2	573.0	273.0	K		hargrave 2021-11-18 16:33:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB11-7a	CB11-7a_LP-DIR-T	CB11-7		mt	260.2	71.7	2.0	10.0	100.0	0.0	1.0	859.0	803.0	K		hargrave 2021-11-18 16:34:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB11-7a	CB11-7a_LP-DIR-T	CB11-7		lt	11.9	42.8	2.0	3.0	100.0	32.0	2.2	473.0	273.0	K		hargrave 2021-11-18 16:34:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB11-7a	CB11-7a_LP-DIR-T	CB11-7		mt	235.5	66.8	2.0	10.0	0.0	0.0	1.0	859.0	803.0	K		hargrave 2021-11-18 16:34:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB11-7a	CB11-7a_LP-DIR-T	CB11-7		lt	13.5	53.1	2.0	3.0	0.0	32.0	2.2	473.0	273.0	K		hargrave 2021-11-18 16:34:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB11-7a	CB11-7a_LP-DIR-T	CB11-7		lt	125.9	48.8	2.0	3.0	-1.0	32.0	2.2	473.0	273.0	K		hargrave 2021-11-18 16:34:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB11-7a		CB11-7																	This study	LP-NOMAG			
CB11-7a	CB11-7a_LP-DIR-T	CB11-7		mt	329.8	74.1	2.0	10.0	-1.0	0.0	1.0	859.0	803.0	K		hargrave 2021-11-18 16:34:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB11-8a	CB11-8a_LP-DIR-T	CB11-8		lt	14.9	47.5	2.0	4.0	100.0	36.8	1.3	573.0	273.0	K		hargrave 2021-11-18 16:36:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB11-8a		CB11-8																	This study	LP-NOMAG			
CB11-8a	CB11-8a_LP-DIR-T	CB11-8		lt	178.2	46.7	2.0	4.0	-1.0	36.8	1.3	573.0	273.0	K		hargrave 2021-11-18 16:36:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB11-8a	CB11-8a_LP-DIR-T	CB11-8		mt	55.2	72.9	2.0	10.0	-1.0	0.0	0.8	859.0	803.0	K		hargrave 2021-11-18 16:36:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB11-8a	CB11-8a_LP-DIR-T	CB11-8		lt	17.7	57.7	2.0	4.0	0.0	36.8	1.3	573.0	273.0	K		hargrave 2021-11-18 16:36:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB11-8a	CB11-8a_LP-DIR-T	CB11-8		mt	257.1	70.1	2.0	10.0	100.0	0.0	0.8	859.0	803.0	K		hargrave 2021-11-18 16:36:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB11-8a	CB11-8a_LP-DIR-T	CB11-8		mt	234.8	65.0	2.0	10.0	0.0	0.0	0.8	859.0	803.0	K		hargrave 2021-11-18 16:36:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB12-1a	CB12-1a_LP-DIR-T	CB12-1		ht	268.3	29.2	3.0	4.0	100.0	13.3	6.3	913.0	873.0	K		hargrave 2021-11-24 09:48:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB12-1a	CB12-1a_LP-DIR-T	CB12-1		mt	58.7	41.1	3.0	12.0	-1.0	0.0	1.1	859.0	773.0	K		hargrave 2021-11-24 09:48:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB12-1a	CB12-1a_LP-DIR-T	CB12-1		ht	58.0	32.6	3.0	4.0	-1.0	13.3	6.3	913.0	873.0	K		hargrave 2021-11-24 09:48:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB12-1a	CB12-1a_LP-DIR-T	CB12-1		lt	348.7	64.0	3.0	4.0	0.0	38.4	3.0	573.0	273.0	K		hargrave 2021-11-24 09:48:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB12-1a	CB12-1a_LP-DIR-T	CB12-1		mt	261.7	36.1	3.0	12.0	0.0	0.0	1.1	859.0	773.0	K		hargrave 2021-11-24 09:48:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB12-1a	CB12-1a_LP-DIR-T	CB12-1		ht	262.7	27.5	3.0	4.0	0.0	13.3	6.3	913.0	873.0	K		hargrave 2021-11-24 09:48:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB12-1a	CB12-1a_LP-DIR-T	CB12-1		lt	352.9	53.9	3.0	4.0	100.0	38.4	3.0	573.0	273.0	K		hargrave 2021-11-24 09:48:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB12-1a		CB12-1																	This study	LP-NOMAG			
CB12-1a	CB12-1a_LP-DIR-T	CB12-1		lt	149.0	56.7	3.0	4.0	-1.0	38.4	3.0	573.0	273.0	K		hargrave 2021-11-24 09:48:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB12-1a	CB12-1a_LP-DIR-T	CB12-1		mt	269.5	37.7	3.0	12.0	100.0	0.0	1.1	859.0	773.0	K		hargrave 2021-11-24 09:48:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB12-2a		CB12-2																	This study	LP-NOMAG			
CB12-2a	CB12-2a_LP-DIR-T	CB12-2		lt	357.4	44.4	3.0	3.0	100.0	48.3	4.0	473.0	273.0	K		hargrave 2021-11-24 09:50:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB12-2a	CB12-2a_LP-DIR-T	CB12-2		lt	170.4	37.0	3.0	3.0	-1.0	48.3	4.0	473.0	273.0	K		hargrave 2021-11-24 09:50:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB12-2a	CB12-2a_LP-DIR-T	CB12-2		mt	77.5	43.6	3.0	12.0	-1.0	0.0	1.0	859.0	773.0	K		hargrave 2021-11-24 09:50:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB12-2a	CB12-2a_LP-DIR-T	CB12-2		ht	78.4	33.5	3.0	4.0	-1.0	13.6	14.7	913.0	873.0	K		hargrave 2021-11-24 09:50:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB12-2a	CB12-2a_LP-DIR-T	CB12-2		lt	355.6	54.6	3.0	3.0	0.0	48.3	4.0	473.0	273.0	K		hargrave 2021-11-24 09:50:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB12-2a	CB12-2a_LP-DIR-T	CB12-2		mt	251.8	37.4	3.0	12.0	0.0	0.0	1.0	859.0	773.0	K		hargrave 2021-11-24 09:50:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB12-2a	CB12-2a_LP-DIR-T	CB12-2		ht	257.0	28.2	3.0	4.0	0.0	13.6	14.7	913.0	873.0	K		hargrave 2021-11-24 09:50:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB12-2a	CB12-2a_LP-DIR-T	CB12-2		mt	259.8	40.8	3.0	12.0	100.0	0.0	1.0	859.0	773.0	K		hargrave 2021-11-24 09:50:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB12-2a	CB12-2a_LP-DIR-T	CB12-2		ht	262.7	30.9	3.0	4.0	100.0	13.6	14.7	913.0	873.0	K		hargrave 2021-11-24 09:50:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB12-3a		CB12-3																	This study	LP-NOMAG			
CB12-3a	CB12-3a_LP-DIR-T	CB12-3		mt	272.3	39.4	3.0	11.0	100.0	0.0	1.8	859.0	793.0	K		hargrave 2021-11-24 09:51:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB12-3a	CB12-3a_LP-DIR-T	CB12-3		lt	10.8	54.5	3.0	3.0	100.0	35.6	14.0	473.0	273.0	K		hargrave 2021-11-24 09:51:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB12-3a	CB12-3a_LP-DIR-T	CB12-3		ht	265.3	31.3	3.0	4.0	0.0	6.1	10.9	913.0	873.0	K		hargrave 2021-11-24 09:51:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB12-3a	CB12-3a_LP-DIR-T	CB12-3		ht	271.7	32.5	3.0	4.0	100.0	6.1	10.9	913.0	873.0	K		hargrave 2021-11-24 09:51:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB12-3a	CB12-3a_LP-DIR-T	CB12-3		lt	13.0	64.9	3.0	3.0	0.0	35.6	14.0	473.0	273.0	K		hargrave 2021-11-24 09:51:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB12-3a	CB12-3a_LP-DIR-T	CB12-3		ht	236.9	-22.0	3.0	4.0	-1.0	6.1	10.9	913.0	873.0	K		hargrave 2021-11-24 09:51:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB12-3a	CB12-3a_LP-DIR-T	CB12-3		mt	229.4	-21.5	3.0	11.0	-1.0	0.0	1.8	859.0	793.0	K		hargrave 2021-11-24 09:51:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB12-3a	CB12-3a_LP-DIR-T	CB12-3		lt	183.2	22.9	3.0	3.0	-1.0	35.6	14.0	473.0	273.0	K		hargrave 2021-11-24 09:51:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB12-3a	CB12-3a_LP-DIR-T	CB12-3		mt	264.0	38.2	3.0	11.0	0.0	0.0	1.8	859.0	793.0	K		hargrave 2021-11-24 09:51:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB12-4a	CB12-4a_LP-DIR-T	CB12-4		ht	269.8	45.5	2.0	4.0	100.0	0.1	0.7	913.0	873.0	K		hargrave 2021-11-24 09:53:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB12-4a	CB12-4a_LP-DIR-T	CB12-4		mt	268.6	46.1	2.0	11.0	100.0	0.0	0.7	859.0	793.0	K		hargrave 2021-11-24 09:53:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB12-4a		CB12-4																	This study	LP-NOMAG			
CB12-4a	CB12-4a_LP-DIR-T	CB12-4		mt	258.3	44.0	2.0	11.0	0.0	0.0	0.7	859.0	793.0	K		hargrave 2021-11-24 09:53:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB12-4a	CB12-4a_LP-DIR-T	CB12-4		ht	86.6	43.8	2.0	4.0	-1.0	0.1	0.7	913.0	873.0	K		hargrave 2021-11-24 09:53:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB12-4a	CB12-4a_LP-DIR-T	CB12-4		mt	85.3	44.1	2.0	11.0	-1.0	0.0	0.7	859.0	793.0	K		hargrave 2021-11-24 09:53:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB12-4a	CB12-4a_LP-DIR-T	CB12-4		ht	259.6	43.7	2.0	4.0	0.0	0.1	0.7	913.0	873.0	K		hargrave 2021-11-24 09:53:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB12-5a	CB12-5a_LP-DIR-T	CB12-5		mt	226.4	4.8	3.0	11.0	-1.0	0.0	1.2	859.0	793.0	K		hargrave 2021-11-24 09:55:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB12-5a	CB12-5a_LP-DIR-T	CB12-5		ht	227.7	4.5	3.0	4.0	-1.0	3.0	6.5	913.0	873.0	K		hargrave 2021-11-24 09:55:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB12-5a	CB12-5a_LP-DIR-T	CB12-5		lt	13.0	60.6	3.0	4.0	0.0	51.4	9.0	573.0	273.0	K		hargrave 2021-11-24 09:55:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB12-5a	CB12-5a_LP-DIR-T	CB12-5		mt	257.8	42.4	3.0	11.0	0.0	0.0	1.2	859.0	793.0	K		hargrave 2021-11-24 09:55:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB12-5a	CB12-5a_LP-DIR-T	CB12-5		ht	258.1	41.1	3.0	4.0	0.0	3.0	6.5	913.0	873.0	K		hargrave 2021-11-24 09:55:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB12-5a	CB12-5a_LP-DIR-T	CB12-5		lt	11.1	50.3	3.0	4.0	100.0	51.4	9.0	573.0	273.0	K		hargrave 2021-11-24 09:55:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB12-5a	CB12-5a_LP-DIR-T	CB12-5		mt	267.4	44.6	3.0	11.0	100.0	0.0	1.2	859.0	793.0	K		hargrave 2021-11-24 09:55:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB12-5a	CB12-5a_LP-DIR-T	CB12-5		ht	267.4	43.3	3.0	4.0	100.0	3.0	6.5	913.0	873.0	K		hargrave 2021-11-24 09:55:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB12-5a	CB12-5a_LP-DIR-T	CB12-5		lt	170.5	48.4	3.0	4.0	-1.0	51.4	9.0	573.0	273.0	K		hargrave 2021-11-24 09:55:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB12-5a		CB12-5																	This study	LP-NOMAG			
CB12-6a		CB12-6																	This study	LP-NOMAG			
CB12-6a	CB12-6a_LP-DIR-T	CB12-6		lt	173.2	-43.5	3.0	4.0	-1.0	46.7	1.4	573.0	273.0	K		hargrave 2021-11-24 09:58:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB12-6a	CB12-6a_LP-DIR-T	CB12-6		mt	146.6	20.9	3.0	12.0	-1.0	0.0	1.1	859.0	773.0	K		hargrave 2021-11-24 09:58:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB12-6a	CB12-6a_LP-DIR-T	CB12-6		ht	135.4	22.6	3.0	4.0	-1.0	12.3	11.8	913.0	873.0	K		hargrave 2021-11-24 09:58:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB12-6a	CB12-6a_LP-DIR-T	CB12-6		lt	16.6	61.9	3.0	4.0	0.0	46.7	1.4	573.0	273.0	K		hargrave 2021-11-24 09:58:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB12-6a	CB12-6a_LP-DIR-T	CB12-6		mt	249.6	40.6	3.0	12.0	0.0	0.0	1.1	859.0	773.0	K		hargrave 2021-11-24 09:58:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB12-6a	CB12-6a_LP-DIR-T	CB12-6		ht	256.6	31.8	3.0	4.0	0.0	12.3	11.8	913.0	873.0	K		hargrave 2021-11-24 09:58:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB12-6a	CB12-6a_LP-DIR-T	CB12-6		lt	13.7	51.6	3.0	4.0	100.0	46.7	1.4	573.0	273.0	K		hargrave 2021-11-24 09:58:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB12-6a	CB12-6a_LP-DIR-T	CB12-6		mt	258.6	44.3	3.0	12.0	100.0	0.0	1.1	859.0	773.0	K		hargrave 2021-11-24 09:58:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB12-6a	CB12-6a_LP-DIR-T	CB12-6		ht	263.2	34.4	3.0	4.0	100.0	12.3	11.8	913.0	873.0	K		hargrave 2021-11-24 09:58:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB12-7a	CB12-7a_LP-DIR-T	CB12-7		ht	278.9	27.8	3.0	4.0	100.0	18.0	12.7	913.0	873.0	K		hargrave 2021-11-24 10:00:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB12-7a	CB12-7a_LP-DIR-T	CB12-7		mt	277.0	41.3	3.0	11.0	100.0	0.0	1.2	859.0	793.0	K		hargrave 2021-11-24 10:00:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB12-7a		CB12-7																	This study	LP-NOMAG			
CB12-7a	CB12-7a_LP-DIR-T	CB12-7		ht	273.4	28.1	3.0	4.0	0.0	18.0	12.7	913.0	873.0	K		hargrave 2021-11-24 10:00:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB12-7a	CB12-7a_LP-DIR-T	CB12-7		mt	267.9	40.8	3.0	11.0	0.0	0.0	1.2	859.0	793.0	K		hargrave 2021-11-24 10:00:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB12-7a	CB12-7a_LP-DIR-T	CB12-7		lt	11.5	60.0	3.0	4.0	0.0	40.1	1.3	573.0	273.0	K		hargrave 2021-11-24 10:00:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB12-7a	CB12-7a_LP-DIR-T	CB12-7		lt	10.0	49.6	3.0	4.0	100.0	40.1	1.3	573.0	273.0	K		hargrave 2021-11-24 10:00:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB12-7a	CB12-7a_LP-DIR-T	CB12-7		mt	12.9	45.7	3.0	11.0	-1.0	0.0	1.2	859.0	793.0	K		hargrave 2021-11-24 10:00:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
